96291,95503,1435
118155,117270,1872
118155,119225,515
118155,121064,1274
186039,185132,1841
186039,189340,985
270666,99570,1541
270666,272445,539
294374,123350,1466
294374,127003,1733
378333,207498,1308
378333,209455,889
378333,210740,1130
409388,238647,1486
440230,207011,1628
440230,271525,660
440230,273298,1603
521612,125789,1397
521612,291725,698
567931,171912,1523
567931,174609,622
660061,264005,1375
660061,268611,880
725042,329167,1438
725042,331710,571
725042,332151,849
751117,302366,1458
827044,378201,1433
827044,380864,854
827044,382438,1764
926146,477186,1779
926146,481547,802
966120,436383,1741
966120,519811,671
976448,426080,1309
976448,450223,778
1046802,496434,1668
1046802,499233,591
1046802,501087,1365
1087257,455256,1427
1158897,526745,1452
1158897,528884,631
1158897,529974,1228
1196523,488586,1210
1196523,568691,1695
1259257,551112,1354
1259257,553269,765
1337310,629190,1699
1337310,632242,765
1379899,671644,1739
1379899,674322,885
1379899,675171,1856
1405376,645576,1196
1462192,588456,1874
1462192,704789,739
1462192,706402,1734
1528452,655093,1110
1528452,657992,851
1587906,714431,1207
1587906,716795,779
1669806,796039,1503
1669806,800372,1798
1693191,771942,1430
1693191,821927,583
1693191,823747,734
1770893,849588,1600
1837573,916049,1884
1837573,918202,937
1837573,919488,806
1869759,948465,1346
1869759,952894,1423
1929182,888396,1315
1929182,1010588,822
2023617,793847,1432
2023617,986460,1374
2056028,826102,1861
2056028,828698,858
2056028,829751,636
2100490,781092,1325
2133842,814237,1746
2133842,816051,579
2133842,817211,1942
2173274,853591,1538
2173274,857979,1869
2247058,779029,1504
2247058,929479,639
2310617,842597,1293
2310617,846482,771
2336013,816587,1502
2336013,869902,779
2336013,871937,1439
2364803,845170,1438
2418407,898987,1584
2418407,900797,990
2418407,903210,1577
2502872,983309,1450
2502872,987939,1376
2542833,942684,1199
2542833,1025108,762
2580551,904975,1415
2580551,984166,986
2671132,814401,1567
2671132,997564,553
2671132,999889,1904
2714077,857408,1235
2768007,911349,1236
2768007,913828,979
2768007,915582,1641
2856703,821765,1435
2856703,1003222,1029
2918552,883676,1409
2918552,886187,806
2996455,961704,1421
2996455,965641,1087
3022603,987877,1606
3022603,990137,710
3022603,992169,723
3116546,893345,1489
3209127,985547,1679
3209127,987981,806
3209127,988857,1149
3275112,918644,1718
3275112,1056127,878
3301203,892894,1221
3301203,947234,882
3365506,957182,1462
3365506,961359,1272
3461130,1052589,1557
3461130,1054941,930
3461130,1055797,661
3502361,1093743,1765
3599043,996463,1167
3599043,1193128,882
3599043,1193896,1592
3670084,1067498,1550
3670084,1071309,545
3754104,1151292,1634
3754104,1153532,980
3840629,1237680,1748
3840629,1241775,1588
3874099,1203226,1969
3874099,1273643,632
3874099,1274970,939
3919761,1157927,1519
3998608,1236711,1582
3998608,1239116,687
3998608,1240861,1699
4033241,1271421,1531
4033241,1275573,797
4102341,1340602,1162
4102341,1342894,881
4126898,1315127,1672
4126898,1368364,1087
4140274,1302016,1651
4140274,1330748,930
4140274,1331896,547
4152976,1314762,1394
4163802,1302943,1669
4163802,1327727,751
4163802,1328746,1199
4205587,1344853,1671
4205587,1348435,1062
4270990,1278798,1463
4270990,1412761,585
4353899,1195950,1491
4353899,1365404,1516
4428567,1270409,1339
4428567,1273160,602
4428567,1274457,1851
4439695,1281510,1671
4464438,1306308,1648
4464438,1308596,677
4464438,1309856,1511
4528215,1241997,1187
4528215,1374774,1267
4586040,1299418,1654
4586040,1302327,743
4597528,1311257,1202
4597528,1314540,642
4633996,1273854,1500
4633996,1349573,853
4633996,1350747,1008
4700775,1340839,1287
4727085,1366991,1563
4727085,1369236,635
4727085,1371005,1403
4752566,1392459,1705
4752566,1395901,1473
4845914,1298591,1331
4845914,1488085,869
4915276,1228923,1730
4915276,1371376,1660
4971388,1172853,1608
4971388,1287621,599
4971388,1289603,952
5016401,1218142,1195
5086932,1288532,1372
5086932,1290653,633
5086932,1292900,1273
5152317,1222376,1281
5152317,1357491,936
5196020,1178887,1301
5196020,1267974,732
5275718,1258577,1430
5275718,1261450,1809
5352952,1180376,1571
5352952,1338318,612
5352952,1338992,1771
5419322,1247044,1402
5503205,1330956,1230
5503205,1332727,550
5503205,1334595,557
5552082,1379924,1231
5552082,1383492,1788
5600658,1330455,1593
5600658,1430052,588
5631264,1300010,1250
5631264,1364384,1985
5727239,1396096,1381
5727239,1397909,503
5727239,1398947,1118
5815503,1307243,1440
5838815,1283736,1465
5838815,1332837,590
5838815,1334057,1789
5906430,1351211,1612
5906430,1355569,1671
5959883,1404622,1919
5959883,1406869,683
5991650,1436400,1608
5991650,1439646,1666
6060155,1366915,1809
6060155,1507354,557
6060155,1508386,1257
6102375,1409125,1917
6165315,1345519,1181
6165315,1474308,888
6165315,1476197,1855
6233251,1413538,1172
6233251,1417488,606
6244196,1401739,1718
6244196,1426778,713
6332271,1489940,1463
6332271,1494387,1180
6348496,1506083,1376
6348496,1508237,836
6348496,1509800,1650
6398880,1556493,1768
6418130,1536662,1409
6418130,1577902,703
6418130,1579222,895
6495171,1613453,1472
6495171,1618194,1538
6567680,1540121,1668
6567680,1688751,614
6662832,1635314,1469
6662832,1639196,772
6728716,1701345,1599
6728716,1703685,874
6728716,1704190,1510
6804885,1777354,1679
6872448,1708830,1653
6872448,1847678,917
6872448,1848709,983
6915698,1752461,1220
6915698,1755952,1652
6972984,1809354,1531
6972984,1811878,749
7037333,1744230,1759
7037333,1877706,952
7047932,1733652,1611
7047932,1757260,956
7047932,1759200,714
7140255,1641507,1317
7162353,1663247,1909
7162353,1665357,513
7162353,1667727,647
7220412,1604545,1399
7220412,1724694,707
7291605,1533336,1432
7291605,1677957,660
7360655,1602513,1355
7360655,1606906,1241
7382336,1623740,1626
7382336,1625900,899
7382336,1627170,1911
7463753,1705546,1498
7477811,1690959,1035
7477811,1721322,503
7477811,1723775,1537
7511898,1724951,1356
7511898,1729334,1230
7572937,1785918,1582
7572937,1788163,779
7635123,1848034,1732
7635123,1851511,1049
7716123,1766139,1706
7716123,1931695,571
7716123,1932304,543
7788520,1692638,2626
